406.12,-279.05,406.12,-279.05
406.16,-278.97,406.16,-278.97
406.22,-278.89,406.22,-278.89
406.28,-278.79,406.28,-278.79
406.34,-278.69,406.34,-278.69
406.41,-278.58,406.41,-278.58
406.48,-278.46,406.48,-278.46
406.56,-278.34,406.56,-278.34
406.64,-278.2,406.64,-278.2
406.73,-278.06,406.73,-278.06
406.82,-277.91,406.82,-277.91
406.92,-277.76,406.92,-277.76
407.02,-277.59,407.02,-277.59
407.13,-277.42,407.13,-277.42
407.25,-277.24,407.25,-277.24
407.36,-277.05,407.36,-277.05
407.49,-276.85,407.49,-276.85
407.61,-276.65,407.61,-276.65
407.75,-276.44,407.75,-276.44
407.88,-276.22,407.88,-276.22
408.03,-275.99,408.03,-275.99
408.17,-275.75,408.17,-275.75
408.33,-275.51,408.33,-275.51
408.48,-275.26,408.48,-275.26
408.64,-275.0,408.64,-275.0
408.81,-274.73,408.81,-274.73
408.98,-274.46,408.98,-274.46
409.16,-274.17,409.16,-274.17
409.34,-273.88,409.34,-273.88
409.53,-273.58,409.53,-273.58
409.72,-273.28,409.72,-273.28
409.92,-272.96,409.92,-272.96
410.12,-272.64,410.12,-272.64
410.33,-272.31,410.33,-272.31
410.19,-272.53,410.19,-272.53
409.38,-272.05,409.34,-272.12
408.57,-271.56,408.48,-271.7
407.77,-271.08,407.63,-271.29
406.96,-270.6,406.79,-270.86
406.15,-270.11,405.94,-270.45
405.34,-269.62,405.09,-270.03
404.55,-269.14,404.25,-269.62
403.74,-268.65,403.4,-269.2
402.94,-268.16,402.55,-268.78
402.13,-267.68,401.7,-268.35
401.32,-267.19,400.85,-267.93
400.52,-266.69,400.0,-267.51
399.71,-266.2,399.15,-267.08
398.91,-265.71,398.3,-266.66
398.1,-265.21,397.46,-266.24
397.29,-264.73,396.61,-265.8
396.49,-264.23,395.76,-265.38
395.69,-263.74,394.91,-264.95
394.88,-263.24,394.07,-264.52
394.08,-262.74,393.22,-264.1
393.29,-262.25,392.38,-263.67
392.48,-261.75,391.53,-263.24
391.68,-261.26,390.69,-262.81
390.87,-260.76,389.84,-262.38
390.07,-260.26,388.99,-261.94
389.27,-259.76,388.15,-261.51
388.47,-259.26,387.3,-261.08
387.67,-258.75,386.45,-260.65
386.86,-258.26,385.61,-260.21
386.06,-257.76,384.76,-259.77
385.26,-257.25,383.92,-259.34
384.46,-256.75,383.07,-258.9
383.66,-256.24,382.22,-258.46
382.86,-255.74,381.39,-258.03
382.06,-255.23,380.54,-257.59
381.26,-254.73,379.7,-257.14
380.46,-254.22,378.86,-256.71
379.66,-253.71,378.01,-256.27
378.86,-253.21,377.16,-255.82
378.06,-252.7,376.32,-255.38
377.26,-252.18,375.47,-254.94
376.46,-251.68,374.64,-254.49
375.66,-251.17,373.79,-254.05
374.86,-250.66,372.95,-253.6
374.06,-250.14,372.1,-253.16
373.26,-249.63,371.26,-252.71
372.47,-249.11,370.41,-252.26
371.67,-248.61,369.58,-251.81
370.87,-248.1,368.74,-251.37
370.08,-247.58,367.9,-250.92
369.28,-247.06,367.05,-250.47
368.48,-246.54,366.21,-250.02
367.69,-246.03,365.37,-249.57
366.89,-245.51,364.53,-249.12
366.09,-245.0,363.69,-248.66
365.29,-244.48,362.85,-248.2
364.5,-243.95,362.0,-247.75
363.7,-243.43,361.16,-247.3
362.91,-242.91,360.32,-246.84
362.11,-242.39,359.48,-246.39
361.32,-241.88,358.65,-245.93
360.53,-241.35,357.81,-245.47
359.73,-240.83,356.97,-245.01
358.94,-240.3,356.13,-244.56
358.14,-239.78,355.29,-244.1
357.35,-239.25,354.44,-243.64
356.56,-238.72,353.6,-243.18
355.76,-238.21,352.77,-242.71
354.96,-237.68,351.93,-242.25
354.17,-237.15,351.09,-241.78
353.38,-236.62,350.25,-241.32
352.59,-236.09,349.41,-240.86
351.79,-235.56,348.57,-240.39
351.0,-235.03,347.74,-239.92
350.21,-234.51,346.9,-239.46
349.42,-233.97,346.07,-239.0
348.63,-233.44,345.23,-238.53
347.84,-232.91,344.39,-238.06
347.05,-232.37,343.55,-237.59
346.25,-231.85,342.72,-237.12
345.46,-231.31,341.88,-236.65
344.67,-230.77,341.04,-236.18
343.88,-230.24,340.2,-235.71
343.09,-229.7,339.36,-235.23
342.3,-229.16,338.53,-234.76
341.51,-228.62,337.69,-234.29
340.72,-228.09,336.86,-233.81
339.93,-227.56,336.03,-233.34
339.15,-227.02,335.19,-232.86
338.36,-226.48,334.36,-232.39
337.57,-225.93,333.52,-231.91
336.78,-225.39,332.68,-231.44
335.99,-224.86,331.85,-230.95
335.2,-224.31,331.02,-230.47
334.41,-223.77,330.18,-229.99
333.62,-223.22,329.34,-229.52
332.84,-222.68,328.51,-229.04
332.05,-222.13,327.67,-228.56
331.26,-221.6,326.84,-228.07
330.47,-221.05,326.01,-227.58
329.69,-220.5,325.17,-227.1
328.91,-219.96,324.35,-226.62
328.12,-219.41,323.51,-226.14
327.34,-218.86,322.68,-225.66
326.55,-218.31,321.84,-225.17
325.76,-217.77,321.02,-224.68
324.97,-217.22,320.18,-224.19
324.19,-216.66,319.35,-223.7
323.41,-216.11,318.52,-223.22
322.62,-215.56,317.68,-222.73
321.84,-215.01,316.85,-222.24
321.05,-214.46,316.02,-221.74
320.26,-213.91,315.19,-221.25
319.48,-213.35,314.36,-220.76
318.7,-212.79,313.52,-220.27
317.92,-212.24,312.7,-219.78
317.14,-211.69,311.87,-219.29
316.36,-211.13,311.04,-218.8
315.57,-210.58,310.21,-218.29
314.79,-210.02,309.38,-217.8
314.01,-209.46,308.55,-217.3
313.22,-208.9,307.72,-216.81
312.44,-208.34,306.89,-216.31
311.66,-207.78,306.06,-215.81
310.87,-207.23,305.23,-215.31
310.09,-206.67,304.4,-214.81
309.31,-206.1,303.57,-214.31
308.53,-205.54,302.74,-213.81
307.76,-204.98,301.92,-213.32
306.98,-204.42,301.09,-212.81
306.2,-203.86,300.27,-212.3
305.42,-203.29,299.44,-211.8
304.64,-202.73,298.61,-211.3
303.86,-202.16,297.78,-210.8
303.08,-201.59,296.95,-210.29
302.3,-201.03,296.12,-209.79
301.52,-200.46,295.29,-209.28
300.74,-199.9,294.47,-208.77
299.96,-199.33,293.64,-208.26
299.19,-198.76,292.81,-207.76
298.41,-198.19,291.99,-207.25
297.63,-197.62,291.16,-206.74
296.86,-197.05,290.34,-206.24
296.08,-196.49,289.52,-205.72
295.3,-195.91,288.69,-205.21
294.53,-195.34,287.87,-204.7
293.75,-194.77,287.04,-204.19
292.98,-194.19,286.21,-203.67
292.2,-193.62,285.39,-203.16
291.42,-193.05,284.57,-202.64
290.64,-192.47,283.74,-202.13
289.87,-191.9,282.92,-201.61
289.1,-191.32,282.09,-201.1
288.32,-190.74,281.27,-200.58
287.55,-190.16,280.44,-200.06
286.78,-189.59,279.62,-199.55
286.0,-189.02,278.81,-199.03
285.23,-188.44,277.98,-198.51
284.46,-187.86,277.16,-197.99
283.68,-187.28,276.33,-197.47
282.91,-186.7,275.51,-196.95
282.14,-186.12,274.69,-196.43
281.36,-185.54,273.87,-195.9
280.59,-184.96,273.04,-195.38
279.82,-184.37,272.22,-194.86
279.05,-183.79,271.4,-194.34
278.27,-183.21,270.58,-193.81
277.5,-182.62,269.75,-193.29
276.73,-182.03,268.93,-192.76
275.96,-181.46,268.12,-192.24
275.19,-180.88,267.3,-191.71
274.42,-180.29,266.48,-191.18
273.65,-179.7,265.66,-190.66
272.89,-179.11,264.84,-190.13
272.12,-178.52,264.02,-189.6
271.34,-177.94,263.2,-189.06
270.57,-177.35,262.38,-188.53
269.8,-176.76,261.56,-188.0
269.04,-176.17,260.74,-187.47
268.27,-175.58,259.92,-186.94
267.5,-174.99,259.1,-186.41
266.73,-174.4,258.29,-185.87
265.97,-173.81,257.47,-185.34
265.2,-173.22,256.65,-184.81
264.43,-172.63,255.83,-184.28
263.67,-172.03,255.02,-183.74
262.9,-171.44,254.2,-183.21
262.14,-170.84,253.38,-182.67
261.36,-170.25,252.57,-182.13
260.6,-169.65,251.75,-181.59
259.83,-169.06,250.93,-181.05
259.07,-168.46,250.11,-180.51
258.3,-167.86,249.29,-179.98
257.54,-167.26,248.48,-179.44
256.77,-166.67,247.67,-178.89
256.0,-166.07,246.85,-178.35
255.25,-165.48,246.04,-177.81
254.48,-164.88,245.22,-177.27
253.72,-164.27,244.41,-176.73
252.96,-163.67,243.59,-176.19
252.2,-163.07,242.78,-175.64
251.43,-162.47,241.97,-175.09
250.66,-161.87,241.15,-174.55
249.9,-161.27,240.34,-174.0
249.14,-160.66,239.52,-173.46
248.38,-160.06,238.71,-172.91
247.62,-159.45,237.89,-172.36
246.85,-158.85,237.08,-171.81
246.09,-158.25,236.27,-171.26
245.34,-157.65,235.46,-170.72
244.58,-157.04,234.65,-170.17
243.82,-156.43,233.83,-169.62
243.06,-155.82,233.02,-169.07
242.29,-155.22,232.21,-168.51
241.53,-154.61,231.4,-167.96
240.77,-154.0,230.59,-167.41
240.02,-153.39,229.77,-166.86
239.26,-152.78,228.96,-166.3
238.5,-152.17,228.15,-165.75
237.74,-151.56,227.34,-165.2
236.98,-150.95,226.53,-164.63
236.22,-150.34,225.72,-164.08
235.46,-149.72,224.91,-163.52
234.71,-149.12,224.11,-162.97
233.96,-148.5,223.29,-162.42
233.2,-147.89,222.48,-161.86
232.44,-147.28,221.68,-161.29
