-500,0,28
-500,0,31
-500,0,34
-500,0,37
-500,0,40
-500,0,43
-500,0,46
-500,0,49
-500,0,52
-500,0,55
-500,0,58
-500,0,61
-500,0,64
-500,0,67
-500,0,70
-500,0,73
-500,0,76
-500,0,79
-500,0,82
-500,0,85
-500,0,88
-500,0,91
-500,0,94
-500,0,97
-500,0,100
-500,0,103
-500,0,106
-500,0,109
-500,0,112
-500,0,115
-500,0,118
-500,0,121
-500,0,124
-500,0,127
-500.0,0.0,125.0
-499.0,0.04,125.0
-498.0,0.08,125.0
-497.0,0.12,125.0
-496.0,0.15,125.0
-495.0,0.19,125.0
-494.0,0.23,125.0
-493.01,0.27,125.0
-492.01,0.31,125.0
-491.01,0.35,125.0
-490.01,0.38,125.0
-489.01,0.42,125.0
-488.01,0.46,125.0
-487.01,0.5,125.0
-486.01,0.54,125.0
-485.01,0.58,125.0
-484.01,0.61,125.0
-483.01,0.65,125.0
-482.01,0.69,125.0
-481.01,0.73,125.0
-480.01,0.77,125.0
-479.02,0.81,125.0
-478.02,0.85,125.0
-477.02,0.88,125.0
-476.02,0.92,125.0
-475.02,0.96,125.0
-474.02,1.0,125.0
-473.02,1.04,125.0
-472.02,1.08,125.0
-471.02,1.11,125.0
-470.02,1.15,125.0
-469.02,1.19,125.0
-468.02,1.23,125.0
-467.02,1.27,125.0
-466.03,1.31,125.0
-465.03,1.35,125.0
-464.03,1.38,125.0
-463.03,1.42,125.0
-462.03,1.46,125.0
-461.03,1.5,125.0
-460.03,1.54,125.0
-459.03,1.58,125.0
-458.03,1.61,125.0
-457.03,1.65,125.0
-456.03,1.69,125.0
-455.03,1.73,125.0
-454.03,1.77,125.0
-453.03,1.81,125.0
-452.04,1.84,125.0
-451.04,1.88,125.0
-450.04,1.92,125.0
-449.04,1.96,125.0
-448.04,2.0,125.0
-447.04,2.04,125.0
-446.04,2.08,125.0
-445.04,2.11,125.0
-444.04,2.15,125.0
-443.04,2.19,125.0
-442.04,2.23,125.0
-441.04,2.27,125.0
-440.04,2.31,125.0
-439.05,2.34,125.0
-438.05,2.38,125.0
-437.05,2.42,125.0
-436.05,2.46,125.0
-435.05,2.5,125.0
-434.05,2.54,125.0
-433.05,2.58,125.0
-432.05,2.61,125.0
-431.05,2.65,125.0
-430.05,2.69,125.0
-429.05,2.73,125.0
-428.05,2.77,125.0
-427.05,2.81,125.0
-426.05,2.84,125.0
-425.06,2.88,125.0
-424.06,2.92,125.0
-423.06,2.96,125.0
-422.06,3.0,125.0
-421.06,3.04,125.0
-420.06,3.07,125.0
-419.06,3.11,125.0
-418.06,3.15,125.0
-417.06,3.19,125.0
-416.06,3.23,125.0
-415.06,3.27,125.0
-414.06,3.31,125.0
-413.06,3.34,125.0
-412.07,3.38,125.0
-411.07,3.42,125.0
-410.07,3.46,125.0
-409.07,3.5,125.0
-408.07,3.54,125.0
-407.07,3.57,125.0
-406.07,3.61,125.0
-405.07,3.65,125.0
-404.07,3.69,125.0
-403.07,3.73,125.0
-402.07,3.77,125.0
-401.07,3.8,125.0
-400.07,3.84,125.0
-399.07,3.88,125.0
-398.08,3.92,125.0
-397.08,3.96,125.0
-396.08,4.0,125.0
-395.08,4.04,125.0
-394.08,4.07,125.0
-393.08,4.11,125.0
-392.08,4.15,125.0
-391.08,4.19,125.0
-390.08,4.23,125.0
-389.08,4.27,125.0
-388.08,4.3,125.0
-387.08,4.34,125.0
-386.08,4.38,125.0
-385.08,4.42,125.0
-384.09,4.46,125.0
-383.09,4.5,125.0
-382.09,4.54,125.0
-381.09,4.57,125.0
-380.09,4.61,125.0
-379.09,4.65,125.0
-378.09,4.69,125.0
-377.09,4.73,125.0
-376.09,4.77,125.0
-375.09,4.8,125.0
-374.09,4.84,125.0
-373.09,4.88,125.0
-372.09,4.92,125.0
-371.1,4.96,125.0
-370.1,5.0,125.0
-369.1,5.03,125.0
-368.1,5.07,125.0
-367.1,5.11,125.0
-366.1,5.15,125.0
-365.1,5.19,125.0
-364.1,5.23,125.0
-363.1,5.27,125.0
-362.1,5.3,125.0
-361.1,5.34,125.0
-360.1,5.38,125.0
-359.1,5.42,125.0
-358.1,5.46,125.0
-357.11,5.5,125.0
-356.11,5.53,125.0
-355.11,5.57,125.0
-354.11,5.61,125.0
-353.11,5.65,125.0
-352.11,5.69,125.0
-351.11,5.73,125.0
-350.11,5.76,125.0
-349.11,5.8,125.0
-348.11,5.84,125.0
-347.11,5.88,125.0
-346.11,5.92,125.0
-345.11,5.96,125.0
-344.12,6.0,125.0
-343.12,6.03,125.0
-342.12,6.07,125.0
-341.12,6.11,125.0
-340.12,6.15,125.0
-339.12,6.19,125.0
-338.12,6.23,125.0
-337.12,6.26,125.0
-336.12,6.3,125.0
-335.12,6.34,125.0
-334.12,6.38,125.0
-333.12,6.42,125.0
-332.12,6.46,125.0
-331.12,6.5,125.0
-330.13,6.53,125.0
-329.13,6.57,125.0
-328.13,6.61,125.0
-327.13,6.65,125.0
-326.13,6.69,125.0
-325.13,6.73,125.0
-324.13,6.76,125.0
-323.13,6.8,125.0
-322.13,6.84,125.0
-321.13,6.88,125.0
-320.13,6.92,125.0
-319.13,6.96,125.0
-318.13,6.99,125.0
-317.14,7.03,125.0
-316.14,7.07,125.0
-315.14,7.11,125.0
-314.14,7.15,125.0
-313.14,7.19,125.0
-312.14,7.23,125.0
-311.14,7.26,125.0
-310.14,7.3,125.0
-309.14,7.34,125.0
-308.14,7.38,125.0
-307.14,7.42,125.0
-306.14,7.46,125.0
-305.14,7.49,125.0
-304.14,7.53,125.0
-303.15,7.57,125.0
-302.15,7.61,125.0
-301.15,7.65,125.0
-300.15,7.69,125.0
-299.15,7.73,125.0
-298.15,7.76,125.0
-297.15,7.8,125.0
-296.15,7.84,125.0
-295.15,7.88,125.0
-294.15,7.92,125.0
-293.15,7.96,125.0
-292.15,7.99,125.0
-291.15,8.03,125.0
-290.16,8.07,125.0
-289.16,8.11,125.0
-288.16,8.15,125.0
-287.16,8.19,125.0
-286.16,8.22,125.0
-285.16,8.26,125.0
-284.16,8.3,125.0
-283.16,8.34,125.0
-282.16,8.38,125.0
-281.16,8.42,125.0
-280.16,8.46,125.0
-279.16,8.49,125.0
-278.16,8.53,125.0
-277.16,8.57,125.0
-276.17,8.61,125.0
-275.17,8.65,125.0
-274.17,8.69,125.0
-273.17,8.72,125.0
-272.17,8.76,125.0
-271.17,8.8,125.0
-270.17,8.84,125.0
-269.17,8.88,125.0
-268.17,8.92,125.0
-267.17,8.95,125.0
-266.17,8.99,125.0
-265.17,9.03,125.0
-264.17,9.07,125.0
-263.18,9.11,125.0
-262.18,9.15,125.0
-261.18,9.19,125.0
-260.18,9.22,125.0
-259.18,9.26,125.0
-258.18,9.3,125.0
-257.18,9.34,125.0
-256.18,9.38,125.0
-255.18,9.42,125.0
-254.18,9.45,125.0
-253.18,9.49,125.0
-252.18,9.53,125.0
-251.18,9.57,125.0
-250.18,9.61,125.0
-249.19,9.65,125.0
-248.19,9.69,125.0
-247.19,9.72,125.0
-246.19,9.76,125.0
-245.19,9.8,125.0
-244.19,9.84,125.0
-243.19,9.88,125.0
-242.19,9.92,125.0
-241.19,9.95,125.0
-240.19,9.99,125.0
-239.19,10.03,125.0
-238.19,10.07,125.0
-237.19,10.11,125.0
-236.2,10.15,125.0
-235.2,10.18,125.0
-234.2,10.22,125.0
-233.2,10.26,125.0
-232.2,10.3,125.0
-231.2,10.34,125.0
-230.2,10.38,125.0
-229.2,10.42,125.0
-228.2,10.45,125.0
-227.2,10.49,125.0
-226.2,10.53,125.0
-225.2,10.57,125.0
-224.2,10.61,125.0
-223.2,10.65,125.0
-222.21,10.68,125.0
-221.21,10.72,125.0
-220.21,10.76,125.0
-219.21,10.8,125.0
-218.21,10.84,125.0
-217.21,10.88,125.0
-216.21,10.92,125.0
-215.21,10.95,125.0
-214.21,10.99,125.0
-213.21,11.03,125.0
-212.21,11.07,125.0
-211.21,11.11,125.0
-210.21,11.15,125.0
-209.21,11.18,125.0
-208.22,11.22,125.0
-207.22,11.26,125.0
-206.22,11.3,125.0
-205.22,11.34,125.0
-204.22,11.38,125.0
-203.22,11.41,125.0
-202.22,11.45,125.0
-201.22,11.49,125.0
-200.22,11.53,125.0
-199.22,11.57,125.0
-198.22,11.61,125.0
-197.22,11.65,125.0
-196.22,11.68,125.0
-195.23,11.72,125.0
-194.23,11.76,125.0
-193.23,11.8,125.0
-192.23,11.84,125.0
-191.23,11.88,125.0
-190.23,11.91,125.0
-189.23,11.95,125.0
-188.23,11.99,125.0
-187.23,12.03,125.0
-186.23,12.07,125.0
-185.23,12.11,125.0
-184.23,12.14,125.0
-183.23,12.18,125.0
-182.23,12.22,125.0
-181.24,12.26,125.0
-180.24,12.3,125.0
-179.24,12.34,125.0
-178.24,12.38,125.0
-177.24,12.41,125.0
-176.24,12.45,125.0
-175.24,12.49,125.0
-174.24,12.53,125.0
-173.24,12.57,125.0
-172.24,12.61,125.0
-171.24,12.64,125.0
-170.24,12.68,125.0
-169.24,12.72,125.0
-168.25,12.76,125.0
-167.25,12.8,125.0
-166.25,12.84,125.0
-165.25,12.88,125.0
-164.25,12.91,125.0
-163.25,12.95,125.0
-162.25,12.99,125.0
